Numero_da_Ocorrencia,Numero_da_Ficha,Operador_Padronizado,Classificacao_da_Ocorrencia,Data_da_Ocorrencia,Hora_da_Ocorrencia,Municipio,UF,Regiao,Descricao_do_Tipo,ICAO,Latitude,Longitude,Tipo_de_Aerodromo,Historico,Matricula,Categoria_da_Aeronave,Operador,Tipo_de_Ocorrencia,Fase_da_Operacao,Operacao,Danos_a_Aeronave,Aerodromo_de_Destino,Aerodromo_de_Origem,Lesoes_Fatais_Tripulantes,Lesoes_Fatais_Passageiros,Lesoes_Fatais_Terceiros,Lesoes_Graves_Tripulantes,Lesoes_Graves_Passageiros,Lesoes_Graves_Terceiros,Lesoes_Leves_Tripulantes,Lesoes_Leves_Passageiros,Lesoes_Leves_Terceiros,Ilesos_Tripulantes,Ilesos_Passageiros,Lesoes_Desconhecidas_Tripulantes,Lesoes_Desconhecidas_Passageiros,Lesoes_Desconhecidas_Terceiros,Modelo,CLS,Tipo_ICAO,PMD,Numero_de_Assentos,Nome_do_Fabricante,PSSO
32607,2022704337,CLUBE DE PARAQUEDISMO ARAPONGAS,Acidente,2022-06-25,19:00,ARAPONGAS,PR,Sul,PERDA DE CONTROLE NO SOLO,SSOG,"-23,3508","-51,4931",Público,A aeronave decolou do Aeródromo de Arapongas (SSOG) Arapongas PR por volta de 18h50min (UTC) a fim de realizar voo local com um piloto e dois passageiros a bordo.Durante a corrida após o pouso a aeronave saiu da pista pela lateral esquerda e capotou ao passar sobre um terreno irregular.,PPXID,PET,CLUBE DE PARAQUEDISMO ARAPONGAS,LOC-G,Corrida após pouso,Voo Experimental,Substancial,SSOG,SSOG,,1.0,,,,,1.0,1.0,,,,,,,N-592-420,L1P,ZZZZ,1040.0,4.0,NEIVA INDUSTRIA AERONÁUTICA LTDA,verdadeiro
34787,202025604,JAIBA AVIACAO AGRICOLA LTDA-ME,Acidente,2019-12-20,20:30:00,TUPACIGUARA,MG,Sudeste,,Fora de Aeródromo,,,-,,PTUAA,S11,JAIBA AVIACAO AGRICOLA LTDA-ME,,,,,,,,,,,,,,,,,,,,,EMB-201A,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
34788,202068291,CARLOS ALEXANDRE QUADRADO,Acidente,2020-05-17,18:30:00,MACATUBA,SP,Sudeste,,Fora de Aeródromo,,,-,,PUACR,PET,CARLOS ALEXANDRE QUADRADO,,,,,,,,,,,,,,,,,,,,,FEN-U-201,L1P,ULAC,450.0,2.0,FENIX,verdadeiro
35086,2022411742,LAERTE BAECHTOLD,Incidente Grave,2022-11-22,13:10:00,SÃO DESIDÉRIO,BA,Nordeste,PERDA DE CONTROLE NO SOLO,SDRQ,"-12,4938","-46,1507",Privado,A aeronave decolou do Aeródromo Luís Eduardo Magalhães (SWNB) Luís Eduardo Magalhães BA por volta das 12h30min (UTC) com destino ao Aeródromo Fazenda Brinquinho (SDRQ) São Desidério BA a fim de realizar voo privado com um piloto e um passageiro a bordo.No destino durante o pouso com a pista molhada ocorreu a perda de controle da aeronave que veio a sair da pista pela lateral direita.,PPBUS,TPP,LAERTE BAECHTOLD,LOC-G,Corrida após pouso,Voo Privado,Leve,SDRQ,SWNB,,,,,,,,,,1.0,1.0,,,,SR22,L1P,SR22,1542.0,4.0,CIRRUS DESIGN,verdadeiro
34866,2022305859,DEISE TASSIANA MARCHIORO PRATES,Acidente,2022-11-05,20:10:00,SINOP,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,"-12,0225","-55,303",-,A aeronave decolou por volta das 20h05min (UTC) da área de pouso para uso aeroagrícola da Fazenda Nossa Senhora Aparecida município de SINOP MT com um piloto a bordo para um voo de translado até uma segunda área de pouso da mesma fazenda com a intenção de guarda da aeronave no hangar. Em aproveitamento com o hopper carregado de água antes do pouso pretendido dispersou parte da carga sobre uma área próxima que estava consumida por fogo. Durante a segunda passagem com um possível mau funcionamento do motor veio a colidir contra a vegetação e cair sobre a área em chamas.,PTGEU,TPP,DEISE TASSIANA MARCHIORO PRATES,SCF-PP,Manobra,Voo Privado,Destruída,,,,,,1.0,,,,,,,,,,,EMB-201,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
35146,2022265978,AZUL,Acidente,2022-11-29,02:00:00,MANAUS ,AM,Norte,TURBULÊNCIA,Fora de Aeródromo,"-3,0218","-60,0257",-,A aeronave decolou do aeroporto de Viracopos (SBKP) Campinas SP com destino ao aeroporto de Orlando (KMCO) Orlando FL EUA com 14 tripulantes e 197 passageiros a bordo a fim de realizar transporte aéreo público regular. Nas proximidades da cidade de Manaus AM a aeronave passou por uma área de turbulência. Um passageiro foi deslocado do seu assento e veio a fraturar o pulso. Não houve danos a aeronave. Os demais passageiros e tripulação saíram ilesos.,PRAIY,TPR,AZUL LINHAS AEREAS BRASILEIRAS S.A,TURB,Cruzeiro,Voo Regular,Nenhum,KMCO,SBKP,,,,,1.0,,,,,14.0,196.0,,,,A330-243,L2J,A332,233000.0,287.0,AIRBUS S.A.S.,verdadeiro
36471,2023070382,AERO AGRICOLA BUTUI LTDA - ME,Acidente,2023-02-22,21:20:00,SÃO BORJA,RS,Sul,FALHA OU MAU FUNCIONAMENTO DO MOTOR,APUA,"-28,5326","-56,1315",APUA,A aeronave decolou de Área de Pouso para Uso Agrícola (APUA) na localidade de Rincão de Santana no município de São Borja RS para voo local aproximadamente às 18h15min(UTC) com 01 piloto a bordo. Durante voo a baixa altura ocorreu a falha do motor sendo então realizado pouso em lavoura de arroz. A aeronave pilonou.,PTUNS,S11,AERO AGRICOLA BUTUI LTDA - ME,SCF-PP,Voo a baixa altura,Operação Agrícola,Substancial,APUA,APUA,,,,,,,,,,1.0,,,,,EMB-202,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
37430,2023595544,FABIO SANTOS DE SOUZA,Acidente,2023-05-29,21:15:00,SÃO PEDRO DA ÁGUA BRANCA ,MA,Nordeste,OUTROS,Fora de Aeródromo,"-5,1714","-48,364",-,A aeronave decolou do Aeródromo Val de Cans - Júlio Cezar Ribeiro (SBBE) Belém PA com destino ao Aeródromo Aero Helinorte (SJ4J) São João do Araguaia PA por volta das 19h50min (UTC) a fim de realizar voo de translado com um piloto a bordo. Durante a rota houve desvio da navegação e a realização de um pouso forçado em área de pasto.,PTWMF,TPX,FABIO SANTOS DE SOUZA,OTHR,Cruzeiro,Voo Privado,Substancial,,SBBE ,,,,,,,,,,1.0,,,,,PA-34-220T,L2P,PA34,2155.0,6.0,PIPER AIRCRAFT,verdadeiro
42940,202492863028,JOSE ROGERIO GARCIA DI CONDI,Acidente,2024-02-25,19:00,Pereira Barreto,SP,Sudeste,INDETERMINADO,Fora de Aeródromo,"-20,6714","-51,0906",-,A aeronave decolou de uma localidade desconhecida no estado de São Paulo com destino desconhecido a fim de realizar voo privado com um tripulante e um passageiro a bordo. Durante o voo a aeronave colidiu com a superfície do Rio Tietê no município de Pereira Barreto SP.,PUSAA,AMD,JOSE ROGERIO GARCIA DI CONDI,UNK,Cruzeiro,Voo Experimental,Substancial,,,,1.0,,1.0,,,,,,,,,,,HIFROFLYER,A1P,ULAC,475.0,2.0,FLYER IND AERONAUTICA LTDA,verdadeiro
28644,202127051,AEROCLUBE DE CAMPINAS,Acidente,2021-07-03,12:46:00,CAMPINAS,SP,Sudeste,EXCURSÃO DE PISTA,SDAM,"-22,8586","-47,1088",Público,A aeronave decolou do Aeródromo Estadual de Campos dos Amarais - Prefeito Francisco Amaral (SDAM) Campinas SP a fim de efetuar um voo local de treinamento no circuito de tráfego para a realização de toques e arremetidas com um instrutor e um aluno a bordo. No segundo pouso a aeronave perdeu o eixo da pista saindo lateralmente à direita e parando sobre a área gramada. A aeronave teve danos substanciais. O instrutor e o aluno saíram ilesos.,PPGSV,PRI,AEROCLUBE DE CAMPINAS,RE,Pouso,Voo Privado,Substancial,SDAM,SDAM,,,,,,,,,,,,,,,56-C,L1P,PAUL,660.0,2.0,NEIVA,verdadeiro
29545,2021549766,ALEXANDRE MARTINS SOARES,Acidente,2021-09-10,14:00,MANAUS,AM,Norte,INDETERMINADO,Fora de Aeródromo,"-3,00253","-60,094",-,A origem e o destino eram desconhecidos bem como a finalidade do voo. A aeronave foi avistada por populares voando à baixa altura pelo Rio Tarumã-Açu município de Manaus AM antes de colidir com a água e ficar semi-submersa. A aeronave teve danos substanciais. O possível piloto teve ferimentos leves e não foi localizado.,PUZUZ,PET,ALEXANDRE MARTINS SOARES,UNK,Indeterminada,Voo Privado,Substancial,,,,,,,,,1.0,,,,,,,,SUPER PETREL LS,A1P,ULAC,600.0,2.0,EDRA AERONAUTICA LTDA,verdadeiro
29544,2021048196,ROSI NONATO PEREIRA DOS ANJOS,Acidente,2021-09-10,13:43,ITAITUBA,PA,Norte,INDETERMINADO,Aeródromo não cadastrado,"-5,39388","-57,1705",,A aeronave decolou da Pista não registrada do Garimpo Carolina Itaituba PA com destino a Pista não registrada do Garimpo Mutum Itaituba PA por volta das 10h40min a fim de realizar transporte de carga com 01 piloto a bordo. Aproximadamente 3 minutos após a decolagem a aeronave caiu na floresta e incendiou-se. A aeronave foi destruída pelo fogo.O tripulante sofreu lesões fatais.,PTJIH,TPP,ROSI NONATO PEREIRA DOS ANJOS,UNK,Subida,Voo Privado,Destruída,,,1.0,,,,,,,,,,,,,,182P,L1P,C182,1338.0,4.0,CESSNA AIRCRAFT,verdadeiro
29547,2021904023,AEROCLUBE DE SANTA CATARINA,Incidente Grave,2021-09-10,18:30,SÃO JOSÉ,SC,Sul,EXCURSÃO DE PISTA,SSKT,"-27,6103","-48,6719",Privado,A aeronave decolaria por volta das 18h30min (UTC) do Aeroclube de Santa Catarina município de São José SC a fim de realizar voo de instrução local com dois tripulante a bordo. Durante a corrida de decolagem a aeronave perdeu a reta e saiu da pista pela lateral esquerda onde colidiu contra uma cerca perimetral do aeródromo. A aeronave teve danos leves. Os tripulantes saíram ilesos.,PPGFD,PRI,AEROCLUBE DE SANTA CATARINA,RE,Decolagem,Voo de Instrução,Leve,SSKT,SSKT,,,,,,,,,,2.0,,,,,AB-115,L1P,AB11,770.0,2.0,AERO BOERO,verdadeiro
29924,2021906780,GENIVAN GALVÃO SANTOS,Acidente,2021-10-13,18:00,ITAITUBA,PA,Norte,COMBUSTÍVEL,Fora de Aeródromo,"-6,82028","-56,8467",-,A aeronave decolou da Pista Crepurizão Itaituba PA (SBOJ) com destino desconhecido por volta das 18h00min (UTC) a fim de realizar voo com objetivo desconhecido com 01 piloto a bordo. Após a decolagem a aeronave perdeu altura e colidiu contra uma árvore aproximadamente a 200 metros do final da pista. A aeronave teve danos substanciais. O tripulante sofreu lesões leves.,PPBOZ,TPP,GENIVAN GALVÃO SANTOS,FUEL,Decolagem,Voo Privado,Substancial,,,,,,,,,1.0,,,,,,,,182F,L1P,C182,1273.0,1.0,CESSNA AIRCRAFT,verdadeiro
30023,2021067769,FLÁVIO FARIA DE SOUZA,Acidente,2021-10-22,14:55,COCALINHO,MT,Centro-Oeste,OUTROS,Aeródromo não cadastrado,"-12,8348","-50,7555",,A aeronave decolou do Aeródromo de São Miguel do Araguaia (SWUA) GO com destino à Fazenda Lago da Ema Cocalinho MT por volta das 11h30min (local) a fim de realizar um voo de transporte de pessoal com um piloto e cinco passageiros a bordo. Transcorridos aproximadamente 25 minutos de voo durante a aproximação final para pouso o piloto sentiu-se mal e ficou incapacitado para prosseguir na condução da aeronave. Após o toque no solo ocorreu a quebra e o desprendimento do trem de pouso auxiliar e do trem de pouso principal esquerdo. Um dos passageiros da aeronave providenciou o corte dos motores. A aeronave permaneceu parada sobre a área de pouso. A aeronave teve danos substanciais. Todos os ocupantes saíram ilesos.,PTVKS,TPP,FLÁVIO FARIA DE SOUZA,OTHR,Aproximação,Voo Privado,Substancial,,SWUA,,,,,,,,,,1.0,5.0,,,,EMB-720D,L1P,PA32,1633.0,7.0,NEIVA,verdadeiro
30883,2022133206,MARLON FEDRIZZI,Acidente,2022-01-12,15:10,BRASNORTE ,MT,Centro-Oeste,COMBUSTÍVEL,SSKO,"-12,9372","-57,3436",Privado,A aeronave decolou do Aeródromo Fazenda Dois Irmãos (SDLI) Campo Novo do Parecis MT com destino ao Aeródromo Fazenda Matrinchã (SSKO) Brasnorte MT a fim de realizar voo privado com um piloto e dois passageiros a bordo. Durante o voo ocorreu a falha do motor. A aeronave efetuou o pouso forçado em área de plantação nas proximidades do aeródromo de destino.,PTKBW,TPP,MARLON FEDRIZZI,FUEL,Manobra,Voo Privado,Substancial,SSKO,SDLI,,,,,,,1.0,2.0,,,,,,,A185F,L1P,C185,1520.0,6.0,CESSNA AIRCRAFT,verdadeiro
32011,2022955508,JOÃO CORNÉLIO HENRIQUE MICHELS,Acidente,2022-05-03,20:15,ALTO PARAÍSO DE GOIÁS,GO,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,Fora de Aeródromo,"-14,3008","-47,4572",-,A aeronave decolou da área de pouso para uso aeroagrícola (APUA) da Fazenda Promessa (ZZZZ) no município de Alto Paraíso de Goiás GO a fim de realizar voo aeroagrícola com um piloto a bordo. Durante a aplicação de defensivos a aeronave perdeu o controle em voo vindo a colidir contra o solo.,PTOUB,TPP,JOÃO CORNÉLIO HENRIQUE MICHELS,SCF-NP,Manobra,Operação Agrícola,Substancial,,,,,,,,,1.0,,,,,,,,PA-25-235,L1P,PA25,1315.0,1.0,LAVIASA,verdadeiro
30305,2021076694,BRASIL VIDA TAXI AEREO LTDA - EPP,Incidente Grave,2021-11-22,06:40,BOA VISTA,RO,Norte,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SBBV,"-2,84139","-60,6922",Público,A aeronave decolou do Aeroporto Atlas Brasil Cantanhede (SBBV) município de Boa Vista RR com destino ao Aeroporto Brigadeiro Lysias Rodrigues (SBPJ) município de Palmas TO por volta das 01h20min Local a fim de realizar transporte aeromédico com quatro tripulantes e dois passageiros a bordo. Após a decolagem o trem principal não travou em cima e a tripulação optou por retornar para SBBV. Durante o pouso houve o recolhimento do trem de pouso principal esquerdo.,PSHCS,TPX,BRASIL VIDA TAXI AEREO LTDA,SCF-NP,Corrida após pouso,Táxi Aéreo,Substancial,SBPJ,SBBV,,,,,,,,,,4.0,2.0,,,,200,L2T,BE20,5670.0,11.0,BEECH AIRCRAFT,verdadeiro
45283,202428846114,CIMED & CO. S.A.,Acidente,2024-04-23,17:00:00,Erechim,RS,Sul,EXCURSÃO DE PISTA,SSER,"-27,6633","-52,2719",Público,A aeronave decolou do Aeródromo Serafin Enoss Bertaso (SBCH) no município de Chapecó SC a fim de realizar um voo privado com destino ao Aeródromo de Erechim (SSER) no município de Erechim RS com dois tripulantes e três passageiros a bordo. Durante o pouso a aeronave excedeu o limite da pista.,PPDYB,TPP,CIMED & CO. S.A.,RE,Pouso,Voo Privado,Substancial,SSER,SBCH,0.0,0.0,,0.0,0.0,,1.0,0.0,,1.0,1.0,,,,45 (LEARJET 75),L2J,LJ45,9752.0,11.0,"BOMBARDIER, LEARJET",verdadeiro
45284,202466218987,GUILHERME SYLVIO ABDALLA,Incidente Grave,2024-04-19,20:00:00,SANTA BÁRBARA D'OESTE,SP,Sudeste,OUTROS,Aeródromo não cadastrado,"-22,835","-47,425",,A aeronave decolou do aeródromo de Americana (SDAI) Americana SP a fim de realizar um voo local privado com um tripulante a bordo. Durante o voo a aeronave perdeu potência e realizou pouso de emergência em uma estrada.,PTZFX,AMD,GUILHERME SYLVIO ABDALLA,OTHR,Cruzeiro,Voo Experimental,Nenhum,SDAI,SDAI,0.0,,,0.0,,,0.0,,,1.0,,,,,RV-7A,L1P,ZZZZ,816.0,2.0,ALFREDO DE CASTRO NEVES FILHO,verdadeiro
30445,2021559849,TEXTOR AVIACAO AGRICOLA LTDA - EPP,Incidente Grave,2021-11-23,10:00,QUIRINÓPOLIS,GO,Centro-Oeste,EXCURSÃO DE PISTA,Fora de Aeródromo,"-18,3667","-50,3594",-,A aeronave iniciou a corrida de decolagem da Pista de Furnas (ZZZZ) Quirinópolis GO por volta das 10h00min (UTC) a fim de realizar voo de operação agrícola com um piloto a bordo. Após tentativa de abortar a decolagem a aeronave ultrapassou os limites da pista parando na plantação de cana-de-açúcar à frente.,PREDR,S11,TEXTOR AVIACAO AGRICOLA LTDA - EPP,RE,Decolagem,Operação Agrícola,Leve,,,,,,,,,,,,,,,,,A188B,L1P,C188,1497.0,1.0,CESSNA AIRCRAFT,verdadeiro
30763,2021666718,VALQUIRIA PEIXOTO,Acidente,2021-12-08,00:00,ARAL MOREIRA,MS,Centro-Oeste,INDETERMINADO,Fora de Aeródromo,"-23,0257","-55,5891",-,A aeronave de origem desconhecida foi encontrada carbonizada em área de plantio no município de Aral Moreira MS após pouso forçado. Não há informações sobre os tripulantes.,PTRTP,TPP,VALQUIRIA PEIXOTO,UNK,Indeterminada,Desconhecida,Destruída,,,,,,,,,,,,,,,,,EMB-810D,L2P,PA34,2155.0,7.0,NEIVA,verdadeiro
33127,2022041303,FIGUEIREDO AVIAÇÃO AGRÍCOLA EIRELI,Acidente,2022-07-26,20:02,CAMPO GRANDE,MS,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,Fora de Aeródromo,"-21,0656","-54,1139",-,A aeronave decolou da área de pouso para uso aeroagrícola Fazenda Yara Campo Grande MS (ZZZZ) a fim de realizar um voo local de aplicação de defensivos agrícolas com um piloto a bordo. Após a decolagem o motor apresentou perda de potência e o tripulante realizou o pouso de emergência em área descampada.,PTGGQ,S11,FIGUEIREDO AVIAÇÃO AGRÍCOLA EIRELI,SCF-PP,Subida,Operação Agrícola,Substancial,,,,,,,,,,,,1.0,,,,,EMB-201,L1P,IPAN,1800.0,1.0,NEIVA,verdadeiro
34226,2022245108,EDUARDO AGUIAR BORGES RIBEIRO,Incidente Grave,2022-09-26,18:30:00,ARAÇATUBA,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SBAU,,,Público,A aeronave decolou do aeródromo Aeroclube de Birigui - Comandante Munir Djabak (SJWQ) Biriguí SP com destino ao aeródromo Araçatuba (SBAU) Araçatuba SP a fim de realizar voo privado com um tripulante a bordo. Durante o pouso o trem de pouso auxiliar recolheu e o nariz da aeronave colidiu contra o solo. A aeronave parou sobre a pista em uso.,PREAB,TPP,EDUARDO AGUIAR BORGES RIBEIRO,SCF-NP,Corrida após pouso,Voo Privado,Leve,SBAU,SJWQ,,,,,,,,,,1.0,,,,,G36,L1P,BE36,1656.0,6.0,HAWKER BEECHCRAFT,verdadeiro
35646,2022898828,CORPO DE BOMBEIROS MILITAR DO DISTRITO FEDERAL,Incidente Grave,2022-12-27,18:30:00,LUZIÂNIA,GO,Centro-Oeste,PERDA DE CONTROLE NO SOLO,SWUZ,"-16,1542","-47,5806",Público,A aeronave decolou do aeródromo Presidente Juscelino Kubitschek (SBBR) Brasília DF com destino ao aeródromo Brigadeiro Araripe Macedo (SWUZ) Luziânia GO por volta das 17h30min (UTC) com a intenção de realizar um voo de instrução com dois tripulantes a bordo. Durante pouso na cabeceira 29 de SWUZ a aeronave flutuou após o toque e voltou a tocar o solo com posterior perda do controle direcional vindo a realizar uma curva de 180º e parando sobre a pista.,PPFFH,ADD,CORPO DE BOMBEIROS MILITAR DO DISTRITO FEDERAL,LOC-G,Corrida após pouso,Voo de Instrução,Leve,SWUZ ,SBBR ,,,,,,,,,,2.0,,,,,PA-18-150,L1P,PA18,794.0,2.0,PIPER AIRCRAFT,verdadeiro
27584,202130531,LEONARDO LUIZ DE OLIVEIRA E SILVA,Acidente,2021-03-10,20:30,ARAGUAIANA,MT,Centro-Oeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,APUA,"-14,6331","-51,7483",APUA,A aeronave decolou da área de pouso para uso aeroagrícola (APUA) localizada na Fazenda Boa Esperança Araguaiana MT a fim de realizar voo privado com um piloto e três passageiros a bordo.Logo após a decolagem ocorreu perda de potência no motor. O piloto prosseguiu para um pouso de emergência à frente. Após a colisão e parada total da aeronave houve fogo. A aeronave teve danos substanciais. O piloto e um passageiro faleceram no local. Dois passageiros sofreram lesões leves.,PTNOF,TPP,LEONARDO LUIZ DE OLIVEIRA E SILVA,SCF-PP,Decolagem,Voo Privado,Substancial,,,1.0,1.0,,,,,,,,,,,,,EMB-711C,L1P,P28R,1202.0,4.0,NEIVA,verdadeiro
27948,202122833,ELETRIC POWER CONSTRUÇÃO EIRELI,Acidente,2021-04-20,16:52,BELO HORIZONTE,MG,Sudeste,CONTATO ANORMAL COM A PISTA,SBBH,"-19,8519","-43,9506",Público,A AERONAVE PR-MLA DECOLOU DO AEROPORTO DA PAMPULHA (SBBH) BELO HORIZONTE MG AS 16H52MIN A FIM DE REALIZAR PARA UM VOO LOCAL DE TREINAMENTO E TESTE DA AERONAVE COM 03 TRIPULANTES.DURANTE O CIRCUITO DE TOQUE E ARREMETIDA A AERONAVE REALIZOU UM TOQUE NA PISTA SEM TREM DE POUSO E EM SEGUIDA HOUVE EXCURSÃO PELA CABECEIRA OPOSTA.01 PASSAGEIRO SAIU ILESO 01 TRIPULANTE SAIU EM ESTADO GRAVE E 01 TRIPULANTE FALECEU.A AERONAVE TEVE DANOS SUBSTANCIAIS.,PRMLA,TPP,ELETRIC POWER CONSTRUÇÃO EIRELI,ARC,Pouso,Voo Privado,Substancial,SBBH,SBBH,1.0,,,1.0,,,,,,1.0,,,,,35A,L2J,LJ35,8165.0,10.0,LEARJET,verdadeiro
27949,202191418,AERO AGRICOLA PRETEL LTDA,Acidente,2021-04-24,11:30,SÃO MANUEL,SP,Sudeste,PERDA DE CONTROLE EM VOO,Fora de Aeródromo,"-22,6269","-48,4711",-,A AERONAVE DECOLOU DE UMA ÁREA NÃO HOMOLOGADA PISTA DE SÃO PEDRO (ZZZZ) EM SÃO MANUEL-SP PARA UM VOO DE RECONHECIMENTO DE UMA ÁREA DE APLICAÇÃO DE DEFENSIVOS AGRÍCOLAS COM UM PILOTO A BORDO. DURANTE O VOO EM CURVA HOUVE A PERDA DE CONTROLE DA AERONAVE. AO TOCAR NO SOLO A AERONAVE TOMBOU PARA O LADO ESQUERDO NO TERRENO. O PILOTO SAIU ILESO. A AERONAVE TEVE DANOS SUBSTANCIAIS.,PRDDM,S05,AERO AGRICOLA PRETEL LTDA,LOC-I,Cruzeiro,Operação Agrícola,Substancial,,,,,,,,,,,,1.0,,,,,R44 II,H1P,R44,1134.0,4.0,ROBINSON HELICOPTER,verdadeiro
30663,2021310626,PLA & SILVA AVIACAO AGRICOLA LTDA,Acidente,2021-12-11,19:40,SANTA VITÓRIA DO PALMAR ,RS,Sul,PERDA DE CONTROLE EM VOO,Fora de Aeródromo,"-33,1053","-53,0392",-,A aeronave decolou da Área de pouso para uso aeroagrícola (APUA) Sassa Marmeleiro (ZZZZ) município de Santa Vitória do Palmar RS por volta das 19h40min (UTC) para um voo local de pulverização aeroagrícola com um piloto a bordo.Durante o posicionamento da aeronave na área de aplicação houve a perda de sustentação e a aeronave colidiu contra o solo.,PTUXD,S05,PLA & SILVA AVIACAO AGRICOLA LTDA,LOC-I,Manobra,Operação Agrícola,Destruída,,,,,,,,,,,,4.0,48.0,,,,EMB-202,L1P,IPAN,1800.0,75.0,EMBRAER,verdadeiro
30766,2021114188,ARNALDO CAMILO DOS SANTOS,Acidente,2021-12-20,18:15,BRAGANÇA PAULISTA,SP,Sudeste,EXCURSÃO DE PISTA,SDVH,"-23,0052","-46,6336",Privado,A aeronave decolou do Vale Eldorado (SDVH) Bragança Paulista SP a fim de realizar um voo local com piloto e passageiro a bordo. Após o pouso a aeronave perdeu a reta à direita vindo a sair da pista.,PUBLM,PET,ARNALDO CAMILO DOS SANTOS,RE,Corrida após pouso,Voo Privado,Substancial,SDVH,SDVH,,,,,,,,,,1.0,1.0,,,,BRAVO 700,L1P,ULAC,600.0,2.0,AEROBRAVO INDÚSTRIA AERONÁUTICA LTDA.,verdadeiro
32013,2022391324,SERRANA AVIACAO AGRICOLA LTDA,Acidente,2022-04-29,19:30,NOVA BANDEIRANTES,MT,Centro-Oeste,PERDA DE CONTROLE EM VOO,Fora de Aeródromo,"-9,55667","-57,9344",-,A aeronave decolou do Aeródromo Nova Bandeirantes (SI4D) Nova Bandeirantes MT com um piloto e um terceiro a bordo com destino à área de pouso para uso aeroagrícola (APUA) da Fazenda Pingo de Ouro (ZZZZ) Nova Bandeirantes MT. Durante a tentativa de pouso a aeronave colidiu contra o solo em região de mata fechada.,PTUXT,S05,SERRANA AVIACAO AGRICOLA LTDA,LOC-I,Circuto de Tráfego,Voo Privado,Substancial,,,1.0,,1.0,,,,,,,,,,,,EMB-202A,L1P,IPAN,1800.0,1.0,EMBRAER,verdadeiro
30843,2022587258,ESCOLA DE FORMAÇÃO DE AERONAUTAS - AEROCLUBE DE PERNAMBUCO,Incidente Grave,2021-12-29,18:50,Santa Rita,PB,Nordeste,PERDA DE CONTROLE NO SOLO,SNWE,"-7,04638","-34,9128",Privado,A aeronave decolou do Aeródromo Coroa do Avião (SIFC) Igarassu PE com destino ao Aeródromo Clube Estância Ouro Verde (SNWE) Santa Rita PB às 18h00min (UTC) a fim de realizar voo de instrução com um instrutor e um aluno a bordo. Após o terceiro toque e arremetida em SNWE os tripulantes observaram uma fagulha no cockpit quando a aeronave cruzava aproximadamente 600ft de altura. A aeronave foi manobrada a fim de efetuar pouso na cabeceira contrária. Durante o pouso o controle da aeronave foi perdido ocasionando uma saída de pista pela lateral direita.,PRFTE,PRI,ESCOLA DE FORMAÇÃO DE AERONAUTAS - AEROCLUBE DE PERNAMBUCO,LOC-G,Circuto de Tráfego,Voo de Instrução,Leve,SNWE,SIFC,,,,,,,,,,2.0,,,,,152,L1P,C152,757.0,2.0,CESSNA AIRCRAFT,verdadeiro
36228,2023207105,TEXTOR AVIACAO AGRICOLA LTDA - EPP,Acidente,2023-01-30,20:00:00,CANÁPOLIS,MG,Sudeste,PERDA DE CONTROLE NO SOLO,Aeródromo não cadastrado,"-18,5328","-49,1713",,A aeronave decolou da Pista Campo Limpo (ZZZZ) Canápolis MG por volta das 20h00min (UTC) a fim de realizar voo local de operação aeroagrícola de pulverização com um piloto a bordo. Em virtude de condições meteorológicas adversas o piloto decidiu retornar à pista optando por executar o pouso carregado. Durante o pouso houve a quebra dos trens de pouso principais e a aeronave excedeu o limite lateral esquerdo da pista.,PRETX,S11,TEXTOR AVIACAO AGRICOLA LTDA - EPP,LOC-G,Corrida após pouso,Operação Agrícola,Substancial,**** ,**** ,,,,,,,,,,1.0,,,,,A188B,L1P,C188,1497.0,1.0,CESSNA AIRCRAFT,verdadeiro
